Key = key-370, Value = value-8611003614900965347, Score = 2
Key = key-918, ValueA = , ValueB = value-3649155301585919210, Score = 1
Key = key-918, ValueA = , ValueB = value-1729681628816110554, Score = 1
Key = key-918, ValueA = , ValueB = value-4631312008597053064, Score = 1
Key = key-918, ValueA = , ValueB = value-5911270601759821987, Score = 1
Key = key-918, ValueA = , ValueB = value-4579374914792321547, Score = 1
Key = key-918, ValueA = , ValueB = value-3928235139093197140, Score = 1
Key = key-918, ValueA = , ValueB = value-5398079935576574088, Score = 1
Key = key-918, ValueA = , ValueB = value-1940428027978440373, Score = 1
Key = key-918, ValueA = , ValueB = value-5114864341727843679, Score = 1
Key = key-918, ValueA = , ValueB = value-3886609437743343165, Score = 1
Key = key-918, ValueA = , ValueB = value-1968457337438482031, Score = 1
Key = key-918, ValueA = , ValueB = value-7688419509063959457, Score = 1
Key = key-916, Value = value-53569923214444042, Score = 2
Key = key-917, Value = value-2980474172194116176, Score = 2
Key = key-847, ValueA = , ValueB = value-3718845907829358702, Score = 1
Key = key-847, ValueA = , ValueB = value-9032442368843770957, Score = 1
Key = key-911, Value = value-5628583326818394783, Score = 2
Key = key-847, ValueA = , ValueB = value-774035751069305609, Score = 1
Key = key-749, ValueA = , ValueB = value-299487475643167328, Score = 1
Key = key-749, ValueA = , ValueB = value-8826859533624680819, Score = 1
Key = key-796, ValueA = , ValueB = value-5780111915116347117, Score = 1
Key = key-749, ValueA = , ValueB = value-1366484114692955218, Score = 1
Key = key-796, ValueA = , ValueB = value-5553212825737983499, Score = 1
Key = key-749, ValueA = , ValueB = value-4734105740302323094, Score = 1
Key = key-796, ValueA = , ValueB = value-8603125755912086536, Score = 1
Key = key-749, ValueA = , ValueB = value-4580664836686795892, Score = 1
Key = key-796, ValueA = , ValueB = value-8353896749588802653, Score = 1
Key = key-749, ValueA = , ValueB = value-1135265128498816475, Score = 1
Key = key-796, ValueA = , ValueB = value-5450489463568907089, Score = 1
Key = key-749, ValueA = , ValueB = value-4603624425087534399, Score = 1
Key = key-796, ValueA = , ValueB = value-1854529959925316315, Score = 1
Key = key-749, ValueA = , ValueB = value-3942855801501540948, Score = 1
Key = key-796, ValueA = , ValueB = value-1428361136094541262, Score = 1
Key = key-749, ValueA = , ValueB = value-21160335117605411, Score = 1
Key = key-796, ValueA = , ValueB = value-6384895789633697322, Score = 1
Key = key-749, ValueA = , ValueB = value-8429296683615715568, Score = 1
Key = key-796, ValueA = , ValueB = value-7947324508862034511, Score = 1
Key = key-796, ValueA = , ValueB = value-7118854885277884782, Score = 1
Key = key-749, Value = value-8530648171206325693, Score = 2
Key = key-915, ValueA = , ValueB = value-8601533256585765731, Score = 1
Key = key-915, ValueA = , ValueB = value-908860678957094032, Score = 1
Key = key-915, ValueA = , ValueB = value-1958618019012673073, Score = 1
Key = key-915, ValueA = , ValueB = value-7771849488423052291, Score = 1
Key = key-915, ValueA = , ValueB = value-7932459526026968505, Score = 1
Key = key-915, ValueA = , ValueB = value-7839444844122083595, Score = 1
Key = key-915, ValueA = , ValueB = value-6297122009253291963, Score = 1
Key = key-915, ValueA = , ValueB = value-911583793822134919, Score = 1
Key = key-915, Value = value-8601533256585765731, Score = 2
Key = key-797, ValueA = , ValueB = value-4644497903823614981, Score = 1
Key = key-797, ValueA = , ValueB = value-5734476749605975512, Score = 1
Key = key-797, ValueA = , ValueB = value-3539957488737949538, Score = 1
Key = key-797, ValueA = , ValueB = value-5819652357299128946, Score = 1
Key = key-797, ValueA = , ValueB = value-4774778602764978654, Score = 1
Key = key-797, ValueA = , ValueB = value-114494553646162533, Score = 1
Key = key-797, ValueA = , ValueB = value-4924632086542273445, Score = 1
Key = key-797, Value = value-4644497903823614981, Score = 2
Key = key-508, ValueA = , ValueB = value-7298733043265355156, Score = 1
Key = key-508, ValueA = , ValueB = value-2844366308719283680, Score = 1
Key = key-508, ValueA = , ValueB = value-6743040648330750659, Score = 1
Key = key-508, ValueA = , ValueB = value-8828258957715904882, Score = 1
Key = key-508, Value = value-7298733043265355156, Score = 2
Key = key-555, Value = value-1773158565947730030, Score = 2
Key = key-913, ValueA = , ValueB = value-7547542815695038109, Score = 1
Key = key-913, ValueA = , ValueB = value-5669535698693994137, Score = 1
Key = key-913, ValueA = , ValueB = value-7977649352902192049, Score = 1
Key = key-913, ValueA = , ValueB = value-5380786172926845515, Score = 1
Key = key-913, ValueA = , ValueB = value-2962090732870378117, Score = 1
Key = key-747, ValueA = , ValueB = value-3164463108631185301, Score = 1
Key = key-747, ValueA = , ValueB = value-8040379290227893545, Score = 1
Key = key-747, ValueA = , ValueB = value-3041774249293844218, Score = 1
Key = key-552, Value = value-6737063548273597000, Score = 2
Key = key-747, ValueA = , ValueB = value-1019084030475840745, Score = 1
Key = key-747, ValueA = , ValueB = value-476387954403816686, Score = 1
Key = key-747, ValueA = , ValueB = value-6710684125612437370, Score = 1
Key = key-747, ValueA = , ValueB = value-3588329611006297477, Score = 1
Key = key-747, ValueA = , ValueB = value-1388521271077578845, Score = 1
Key = key-290, Value = value-6760015139546299955, Score = 2
Key = key-293, ValueA = , ValueB = value-7268900326229064902, Score = 1
Key = key-293, ValueA = , ValueB = value-2572133727634797463, Score = 1
Key = key-293, ValueA = , ValueB = value-1306990855869602763, Score = 1
Key = key-293, ValueA = , ValueB = value-5942431849697756403, Score = 1
Key = key-293, ValueA = , ValueB = value-6637101215037951420, Score = 1
Key = key-293, ValueA = , ValueB = value-220146757990332852, Score = 1
Key = key-293, ValueA = , ValueB = value-8919737701414531387, Score = 1
Key = key-293, ValueA = , ValueB = value-3002307301900213571, Score = 1
Key = key-293, ValueA = , ValueB = value-5858365914391334691, Score = 1
Key = key-293, ValueA = , ValueB = value-4981120017336445560, Score = 1
Key = key-293, Value = value-7268900326229064902, Score = 2
Key = key-294, ValueA = , ValueB = value-680404400352254311, Score = 1
Key = key-294, ValueA = , ValueB = value-4286131916244849733, Score = 1
Key = key-294, ValueA = , ValueB = value-3318212493058542321, Score = 1
Key = key-294, ValueA = , ValueB = value-3553136432362865343, Score = 1
Key = key-294, ValueA = , ValueB = value-4052314780728337032, Score = 1
Key = key-294, ValueA = , ValueB = value-2201810564035465593, Score = 1
Key = key-292, Value = value-8165746907502343338, Score = 2
Key = key-286, Value = value-2953479563518923788, Score = 2
Key = key-287, Value = value-4806664680364069529, Score = 2
Key = key-310, ValueA = , ValueB = value-3484901296006307288, Score = 1
Key = key-310, ValueA = , ValueB = value-2771692136976777067, Score = 1
Key = key-310, ValueA = , ValueB = value-260532563929484958, Score = 1
Key = key-310, ValueA = , ValueB = value-655133449516641615, Score = 1
Key = key-310, ValueA = , ValueB = value-3299537013396092758, Score = 1
Key = key-310, ValueA = , ValueB = value-4091972803196158379, Score = 1
Key = key-310, ValueA = , ValueB = value-3912601789504679775, Score = 1
Key = key-310, ValueA = , ValueB = value-8624368147299192436, Score = 1
Key = key-310, ValueA = , ValueB = value-4534829045295694991, Score = 1
Key = key-310, ValueA = , ValueB = value-6396743561271125405, Score = 1
Key = key-310, ValueA = , ValueB = value-8218444476532913880, Score = 1
Key = key-284, Value = value-6369080234207605973, Score = 2
Key = key-794, ValueA = , ValueB = value-8264791014343499114, Score = 1
Key = key-794, ValueA = , ValueB = value-6480255956888160323, Score = 1
Key = key-794, ValueA = , ValueB = value-6434829315377141163, Score = 1
Key = key-794, ValueA = , ValueB = value-7412057069148935484, Score = 1
Key = key-794, ValueA = , ValueB = value-2585622663385773814, Score = 1
Key = key-794, ValueA = , ValueB = value-2454085854934101213, Score = 1
Key = key-794, ValueA = , ValueB = value-1343648465493892478, Score = 1
Key = key-794, ValueA = , ValueB = value-3767435848854032697, Score = 1
Key = key-794, ValueA = , ValueB = value-6085597869209141002, Score = 1
Key = key-285, ValueA = , ValueB = value-6951613586102359004, Score = 1
Key = key-794, ValueA = , ValueB = value-3255226230711899311, Score = 1
Key = key-285, ValueA = , ValueB = value-3631201953320012702, Score = 1
Key = key-794, ValueA = , ValueB = value-2815037649239857195, Score = 1
Key = key-285, ValueA = , ValueB = value-8921392221855509060, Score = 1
Key = key-285, ValueA = , ValueB = value-1822108988946682935, Score = 1
Key = key-794, Value = value-8264791014343499114, Score = 2
Key = key-285, ValueA = , ValueB = value-1896244183596493606, Score = 1
Key = key-795, ValueA = , ValueB = value-540751038958837105, Score = 1
Key = key-795, ValueA = , ValueB = value-6819910992074245766, Score = 1
Key = key-795, ValueA = , ValueB = value-3502035544485581228, Score = 1
Key = key-795, ValueA = , ValueB = value-477583691173041534, Score = 1
Key = key-795, ValueA = , ValueB = value-3982745664299912662, Score = 1
Key = key-297, ValueA = , ValueB = value-8699512763954159697, Score = 1
Key = key-795, Value = value-540751038958837105, Score = 2
Key = key-847, ValueA = , ValueB = value-6504413820422698305, Score = 1
Key = key-297, ValueA = , ValueB = value-5712014804461178874, Score = 1
Key = key-847, ValueA = , ValueB = value-6825663284026909600, Score = 1
Key = key-297, ValueA = , ValueB = value-8152014520158597414, Score = 1
Key = key-505, Value = value-4581032732689458752, Score = 2
Key = key-297, ValueA = , ValueB = value-2114063089069397791, Score = 1
Key = key-297, ValueA = , ValueB = value-4190190448963419639, Score = 1
Key = key-297, ValueA = , ValueB = value-5064558179336886639, Score = 1
Key = key-298, ValueA = , ValueB = value-997294648793759667, Score = 1
Key = key-298, ValueA = , ValueB = value-7246894219472207512, Score = 1
Key = key-298, ValueA = , ValueB = value-4091196866614815475, Score = 1
Key = key-298, ValueA = , ValueB = value-8730538941232536452, Score = 1
Key = key-298, ValueA = , ValueB = value-7069770687381987305, Score = 1
Key = key-298, ValueA = , ValueB = value-8400106722926735656, Score = 1
Key = key-298, Value = value-997294648793759667, Score = 2
Key = key-553, ValueA = , ValueB = value-7337441537442190968, Score = 1
Key = key-553, ValueA = , ValueB = value-2681670960357972602, Score = 1
Key = key-553, ValueA = , ValueB = value-2918283705685467201, Score = 1
Key = key-553, ValueA = , ValueB = value-3718417365159133531, Score = 1
Key = key-553, ValueA = , ValueB = value-1746381704792106248, Score = 1
Key = key-553, ValueA = , ValueB = value-9185409643774077933, Score = 1
Key = key-553, ValueA = , ValueB = value-2144374881262809765, Score = 1
Key = key-553, ValueA = , ValueB = value-560760841261471870, Score = 1
Key = key-553, ValueA = , ValueB = value-1133251200372253436, Score = 1
Key = key-553, ValueA = , ValueB = value-7064676210776388479, Score = 1
Key = key-553, Value = value-7337441537442190968, Score = 2
Key = key-316, Value = value-7935400566336135675, Score = 2
Key = key-748, ValueA = , ValueB = value-8738254412843285397, Score = 1
Key = key-748, ValueA = , ValueB = value-4971646473639124412, Score = 1
Key = key-558, ValueA = , ValueB = value-3375065222911629193, Score = 1
Key = key-748, ValueA = , ValueB = value-6541902261584276583, Score = 1
Key = key-558, ValueA = , ValueB = value-2823542630240379224, Score = 1
Key = key-748, ValueA = , ValueB = value-1208721647635745525, Score = 1
Key = key-558, ValueA = , ValueB = value-1890587064526262546, Score = 1
Key = key-748, ValueA = , ValueB = value-6524215528527746656, Score = 1
Key = key-558, ValueA = , ValueB = value-6294474967637647091, Score = 1
Key = key-748, ValueA = , ValueB = value-6764061422320074269, Score = 1
Key = key-748, ValueA = , ValueB = value-3327415886339312787, Score = 1
Key = key-748, ValueA = , ValueB = value-2834542885323473820, Score = 1
Key = key-748, ValueA = , ValueB = value-505501064897989012, Score = 1
Key = key-748, ValueA = , ValueB = value-4729089710180672389, Score = 1
Key = key-748, Value = value-8738254412843285397, Score = 2
Key = key-299, ValueA = , ValueB = value-1695601177329379321, Score = 1
Key = key-299, ValueA = , ValueB = value-3121508626518808233, Score = 1
Key = key-299, ValueA = , ValueB = value-8399225951764561866, Score = 1
Key = key-299, ValueA = , ValueB = value-6410007867138887633, Score = 1
Key = key-299, ValueA = , ValueB = value-2694051169679800017, Score = 1
Key = key-299, ValueA = , ValueB = value-8671653485140675656, Score = 1
Key = key-299, ValueA = , ValueB = value-8520339495852662790, Score = 1
Key = key-299, ValueA = , ValueB = value-47207917466876776, Score = 1
Key = key-299, ValueA = , ValueB = value-7276744700035348704, Score = 1
Key = key-299, ValueA = , ValueB = value-1872591292734373744, Score = 1
Key = key-299, ValueA = , ValueB = value-8442248634150546722, Score = 1
Key = key-317, Value = value-3718720757031790780, Score = 2
Key = key-271, Value = value-4265893091714627075, Score = 2
Key = key-272, ValueA = , ValueB = value-1537974286505040868, Score = 1
Key = key-272, ValueA = , ValueB = value-3168698587513417176, Score = 1
Key = key-272, ValueA = , ValueB = value-1921668663850626682, Score = 1
Key = key-272, ValueA = , ValueB = value-9015300339413742115, Score = 1
Key = key-272, ValueA = , ValueB = value-1869448429491078862, Score = 1
Key = key-272, ValueA = , ValueB = value-8070275301895102138, Score = 1
Key = key-272, ValueA = , ValueB = value-8195747266754441660, Score = 1
Key = key-272, ValueA = , ValueB = value-2413387595604782539, Score = 1
Key = key-752, ValueA = , ValueB = value-8927249354921425493, Score = 1
Key = key-752, ValueA = , ValueB = value-6710777989107343472, Score = 1
Key = key-752, ValueA = , ValueB = value-1446390222450081153, Score = 1
Key = key-752, ValueA = , ValueB = value-1610162132405123516, Score = 1
Key = key-314, Value = value-4422442775540973411, Score = 2
Key = key-270, Value = value-5488608606113646540, Score = 2
Key = key-556, ValueA = , ValueB = value-5766942523540647560, Score = 1
Key = key-556, ValueA = , ValueB = value-1738094775185949094, Score = 1
Key = key-994, ValueA = , ValueB = value-5957470638382515590, Score = 1
Key = key-556, ValueA = , ValueB = value-631252973451501240, Score = 1
Key = key-994, ValueA = , ValueB = value-6197715913892281038, Score = 1
Key = key-556, ValueA = , ValueB = value-3805778158933843929, Score = 1
Key = key-264, ValueA = , ValueB = value-8604044771589146929, Score = 1
Key = key-556, ValueA = , ValueB = value-7230596631267759691, Score = 1
Key = key-264, ValueA = , ValueB = value-1940115826360970020, Score = 1
Key = key-994, ValueA = , ValueB = value-4995900177642488483, Score = 1
Key = key-556, ValueA = , ValueB = value-266173393921561186, Score = 1
Key = key-264, ValueA = , ValueB = value-3881297036094434464, Score = 1
Key = key-994, ValueA = , ValueB = value-8664662248383920967, Score = 1
Key = key-264, ValueA = , ValueB = value-1705522119997426185, Score = 1
Key = key-994, ValueA = , ValueB = value-6677993528744622164, Score = 1
Key = key-264, ValueA = , ValueB = value-2165574974545343080, Score = 1
Key = key-994, ValueA = , ValueB = value-1229454619443090191, Score = 1
Key = key-264, ValueA = , ValueB = value-3905402462418450873, Score = 1
Key = key-994, ValueA = , ValueB = value-4854419552150219122, Score = 1
Key = key-264, ValueA = , ValueB = value-5389040795021862409, Score = 1
Key = key-994, ValueA = , ValueB = value-1139698633095797733, Score = 1
Key = key-264, ValueA = , ValueB = value-982811975288879585, Score = 1
Key = key-264, ValueA = , ValueB = value-128175434304488784, Score = 1
Key = key-994, Value = value-5957470638382515590, Score = 2
Key = key-264, ValueA = , ValueB = value-2406657220083986916, Score = 1
Key = key-510, Value = value-3927765291024531144, Score = 2
Key = key-262, ValueA = , ValueB = value-4085744046323740805, Score = 1
Key = key-262, ValueA = , ValueB = value-2528706108569170423, Score = 1
Key = key-262, ValueA = , ValueB = value-7840962960326195686, Score = 1
Key = key-262, ValueA = , ValueB = value-5260959353814001562, Score = 1
Key = key-262, ValueA = , ValueB = value-4624675527503007039, Score = 1
Key = key-262, ValueA = , ValueB = value-685555768418127916, Score = 1
Key = key-262, ValueA = , ValueB = value-232538449041958413, Score = 1
Key = key-753, ValueA = , ValueB = value-6104674137899714060, Score = 1
Key = key-753, ValueA = , ValueB = value-8240302103503289282, Score = 1
Key = key-753, ValueA = , ValueB = value-200867228094539563, Score = 1
Key = key-753, ValueA = , ValueB = value-842788017346655785, Score = 1
Key = key-753, ValueA = , ValueB = value-3294585794984283891, Score = 1
Key = key-753, ValueA = , ValueB = value-3108221628625325353, Score = 1
Key = key-753, ValueA = , ValueB = value-6671714645444464635, Score = 1
Key = key-263, ValueA = , ValueB = value-5335409994959976317, Score = 1
Key = key-753, ValueA = , ValueB = value-5213517500766956179, Score = 1
Key = key-263, ValueA = , ValueB = value-7315613305187833038, Score = 1
Key = key-753, ValueA = , ValueB = value-4561641635668190397, Score = 1
Key = key-263, ValueA = , ValueB = value-4436481414581682278, Score = 1
Key = key-995, ValueA = , ValueB = value-2004948775726805609, Score = 1
Key = key-263, ValueA = , ValueB = value-6240209821743401787, Score = 1
Key = key-263, ValueA = , ValueB = value-1515730162995184933, Score = 1
Key = key-263, ValueA = , ValueB = value-1561160557988924462, Score = 1
Key = key-995, ValueA = , ValueB = value-766061399137284391, Score = 1
Key = key-318, Value = value-6721431881368175864, Score = 2
Key = key-263, ValueA = , ValueB = value-6183208248631626315, Score = 1
Key = key-995, ValueA = , ValueB = value-7587182444210837836, Score = 1
Key = key-263, ValueA = , ValueB = value-603345232598008312, Score = 1
Key = key-995, ValueA = , ValueB = value-5024888482490738486, Score = 1
Key = key-263, ValueA = , ValueB = value-1276632909324506379, Score = 1
Key = key-995, ValueA = , ValueB = value-4838510477837263045, Score = 1
Key = key-263, Value = value-5335409994959976317, Score = 2
Key = key-995, ValueA = , ValueB = value-5486196220949950402, Score = 1
Key = key-319, ValueA = , ValueB = value-5633506653835934418, Score = 1
Key = key-319, ValueA = , ValueB = value-3527441350268356518, Score = 1
Key = key-319, ValueA = , ValueB = value-5079577641877388353, Score = 1
Key = key-319, ValueA = , ValueB = value-4735131826441307695, Score = 1
Key = key-319, ValueA = , ValueB = value-2373026483768291327, Score = 1
Key = key-319, ValueA = , ValueB = value-8584940518420365719, Score = 1
Key = key-319, ValueA = , ValueB = value-2501101571120872382, Score = 1
Key = key-319, Value = value-5633506653835934418, Score = 2
Key = key-268, ValueA = , ValueB = value-4506363229333318882, Score = 1
Key = key-268, ValueA = , ValueB = value-6334708083134806090, Score = 1
Key = key-268, ValueA = , ValueB = value-6358203670881900730, Score = 1
Key = key-268, ValueA = , ValueB = value-6338813919552222431, Score = 1
Key = key-268, Value = value-4506363229333318882, Score = 2
Key = key-880, ValueA = , ValueB = value-2261843851052133448, Score = 1
Key = key-880, ValueA = , ValueB = value-8429249772042050071, Score = 1
Key = key-880, ValueA = , ValueB = value-7570196538955938967, Score = 1
Key = key-880, ValueA = , ValueB = value-5085648466083265865, Score = 1
Key = key-880, ValueA = , ValueB = value-3395502371884349310, Score = 1
Key = key-750, ValueA = , ValueB = value-3307708309599146122, Score = 1
Key = key-880, ValueA = , ValueB = value-4696300931646830311, Score = 1
Key = key-750, ValueA = , ValueB = value-3803779776727044904, Score = 1
Key = key-880, Value = value-2261843851052133448, Score = 2
Key = key-750, ValueA = , ValueB = value-7479776002563404139, Score = 1
Key = key-750, ValueA = , ValueB = value-571532905307464947, Score = 1
Key = key-750, ValueA = , ValueB = value-3543350125566679758, Score = 1
Key = key-750, ValueA = , ValueB = value-4846248278798943575, Score = 1
Key = key-750, ValueA = , ValueB = value-9071232965298382379, Score = 1
Key = key-750, ValueA = , ValueB = value-1190338169788097814, Score = 1
Key = key-750, ValueA = , ValueB = value-5793976228220874666, Score = 1
Key = key-750, Value = value-3307708309599146122, Score = 2
Key = key-266, Value = value-1130747545582723339, Score = 2
Key = key-881, Value = value-4070074700399082633, Score = 2
Key = key-642, Value = value-5134044860985139832, Score = 2
Key = key-992, ValueA = , ValueB = value-8958618240189462310, Score = 1
Key = key-992, ValueA = , ValueB = value-7263047812861865710, Score = 1
Key = key-992, ValueA = , ValueB = value-1069566893842327000, Score = 1
Key = key-992, ValueA = , ValueB = value-4164881004844389511, Score = 1
Key = key-992, ValueA = , ValueB = value-4595800569566863248, Score = 1
Key = key-992, ValueA = , ValueB = value-2916802149301232188, Score = 1
Key = key-282, Value = value-1577679470286365623, Score = 2
Key = key-400, ValueA = , ValueB = value-7841560351953451403, Score = 1
Key = key-400, ValueA = , ValueB = value-3972661130807520002, Score = 1
Key = key-400, ValueA = , ValueB = value-2089652451692128154, Score = 1
Key = key-400, ValueA = , ValueB = value-8480032209461157274, Score = 1
Key = key-400, ValueA = , ValueB = value-7621097026194766651, Score = 1
Key = key-400, ValueA = , ValueB = value-3538133277850573004, Score = 1
Key = key-400, ValueA = , ValueB = value-7998614019474500159, Score = 1
Key = key-400, ValueA = , ValueB = value-2538901161912981287, Score = 1
Key = key-400, ValueA = , ValueB = value-1315781148698362597, Score = 1
Key = key-400, ValueA = , ValueB = value-875625014717477673, Score = 1
Key = key-400, ValueA = , ValueB = value-5940408251952985974, Score = 1
Key = key-283, ValueA = , ValueB = value-4872408560839718773, Score = 1
Key = key-283, ValueA = , ValueB = value-637283348115494039, Score = 1
Key = key-283, ValueA = , ValueB = value-4216124924699067800, Score = 1
Key = key-751, ValueA = , ValueB = value-6073113392624040903, Score = 1
Key = key-283, Value = value-4872408560839718773, Score = 2
Key = key-751, ValueA = , ValueB = value-581249438009070049, Score = 1
Key = key-751, ValueA = , ValueB = value-3371063770644841189, Score = 1
Key = key-751, ValueA = , ValueB = value-5115420314600066952, Score = 1
Key = key-751, ValueA = , ValueB = value-6789792872877594865, Score = 1
Key = key-751, ValueA = , ValueB = value-3974360750644274655, Score = 1
Key = key-884, ValueA = , ValueB = value-8359261150151825793, Score = 1
Key = key-884, ValueA = , ValueB = value-5360330981457599592, Score = 1
Key = key-751, Value = value-6073113392624040903, Score = 2
Key = key-884, ValueA = , ValueB = value-1317685740548072609, Score = 1
Key = key-884, ValueA = , ValueB = value-8220378593155737328, Score = 1
Key = key-884, ValueA = , ValueB = value-6295519605846935255, Score = 1
Key = key-884, ValueA = , ValueB = value-7367888519242245686, Score = 1
Key = key-280, ValueA = , ValueB = value-5350650591991277232, Score = 1
Key = key-280, ValueA = , ValueB = value-3187528018618976802, Score = 1
Key = key-280, ValueA = , ValueB = value-1183402081206610218, Score = 1
Key = key-280, ValueA = , ValueB = value-2733472617690096891, Score = 1
Key = key-280, ValueA = , ValueB = value-3019394600075654663, Score = 1
Key = key-280, ValueA = , ValueB = value-3851299671874248734, Score = 1
Key = key-280, ValueA = , ValueB = value-4529785177134895005, Score = 1
Key = key-280, ValueA = , ValueB = value-6315567425930789749, Score = 1
Key = key-280, ValueA = , ValueB = value-5549848874846150195, Score = 1
Key = key-280, ValueA = , ValueB = value-8513884659979342768, Score = 1
Key = key-280, ValueA = , ValueB = value-2290321675026868750, Score = 1
Key = key-280, ValueA = , ValueB = value-5639411773595808791, Score = 1
Key = key-280, Value = value-5350650591991277232, Score = 2
Key = key-993, ValueA = , ValueB = value-8565502803728890104, Score = 1
Key = key-993, ValueA = , ValueB = value-8669298011908822174, Score = 1
Key = key-885, ValueA = , ValueB = value-5221420521403240211, Score = 1
Key = key-993, ValueA = , ValueB = value-4818168355439255765, Score = 1
Key = key-885, ValueA = , ValueB = value-6362557551369017410, Score = 1
Key = key-993, ValueA = , ValueB = value-7844061689819990543, Score = 1
Key = key-885, ValueA = , ValueB = value-293046483205610519, Score = 1
Key = key-993, ValueA = , ValueB = value-8334830312765045989, Score = 1
Key = key-885, ValueA = , ValueB = value-5688237512739113197, Score = 1
Key = key-993, ValueA = , ValueB = value-1431071782943926495, Score = 1
Key = key-885, ValueA = , ValueB = value-3607535130503435621, Score = 1
Key = key-993, ValueA = , ValueB = value-3691005446821013595, Score = 1
Key = key-885, ValueA = , ValueB = value-5665633442356847279, Score = 1
Key = key-993, ValueA = , ValueB = value-2297871133609522765, Score = 1
Key = key-885, ValueA = , ValueB = value-2612949747982533545, Score = 1
Key = key-885, ValueA = , ValueB = value-1362386566855242467, Score = 1
Key = key-885, ValueA = , ValueB = value-1099772331897185342, Score = 1
Key = key-885, ValueA = , ValueB = value-1902437180882205291, Score = 1
Key = key-885, ValueA = , ValueB = value-8094368625798851851, Score = 1
Key = key-281, ValueA = , ValueB = value-4337807737112507721, Score = 1
Key = key-281, ValueA = , ValueB = value-5312660469359146137, Score = 1
Key = key-401, ValueA = , ValueB = value-948847311729979360, Score = 1
Key = key-514, ValueA = , ValueB = value-3989062186034588878, Score = 1
Key = key-401, ValueA = , ValueB = value-7751005697150032264, Score = 1
Key = key-281, ValueA = , ValueB = value-2096367511456880049, Score = 1
Key = key-514, ValueA = , ValueB = value-7831292076281520325, Score = 1
Key = key-281, ValueA = , ValueB = value-3155302414611133892, Score = 1
Key = key-401, ValueA = , ValueB = value-1515161632355661985, Score = 1
Key = key-514, ValueA = , ValueB = value-2385972929558271243, Score = 1
Key = key-401, ValueA = , ValueB = value-4126694185623040673, Score = 1
Key = key-281, ValueA = , ValueB = value-8244316026407827343, Score = 1
Key = key-514, ValueA = , ValueB = value-8635305635842297186, Score = 1
Key = key-281, ValueA = , ValueB = value-8009862570379000330, Score = 1
Key = key-401, ValueA = , ValueB = value-7688828618661520946, Score = 1
Key = key-514, ValueA = , ValueB = value-2901905421306723658, Score = 1
Key = key-281, ValueA = , ValueB = value-41692054286616178, Score = 1
Key = key-401, ValueA = , ValueB = value-6863325031785770884, Score = 1
Key = key-514, ValueA = , ValueB = value-3646859126286691151, Score = 1
Key = key-401, ValueA = , ValueB = value-3193946278693042107, Score = 1
Key = key-514, ValueA = , ValueB = value-3781613909017551711, Score = 1
Key = key-401, ValueA = , ValueB = value-3591123846622520442, Score = 1
Key = key-401, ValueA = , ValueB = value-4071067486772567045, Score = 1
Key = key-514, Value = value-3989062186034588878, Score = 2
Key = key-401, ValueA = , ValueB = value-3186844064011013509, Score = 1
Key = key-401, ValueA = , ValueB = value-6171669336376598614, Score = 1
Key = key-275, ValueA = , ValueB = value-7946053721111344040, Score = 1
Key = key-275, ValueA = , ValueB = value-2529234826028331418, Score = 1
Key = key-275, ValueA = , ValueB = value-7954700621959092687, Score = 1
Key = key-275, ValueA = , ValueB = value-7094005233002214938, Score = 1
Key = key-275, ValueA = , ValueB = value-7323462221469322448, Score = 1
Key = key-275, ValueA = , ValueB = value-43275609553457882, Score = 1
Key = key-275, ValueA = , ValueB = value-5726644723404199128, Score = 1
Key = key-275, ValueA = , ValueB = value-6683255291898608771, Score = 1
Key = key-275, Value = value-7946053721111344040, Score = 2
Key = key-640, ValueA = , ValueB = value-8316539075870467907, Score = 1
Key = key-640, ValueA = , ValueB = value-9104430539037570366, Score = 1
Key = key-640, ValueA = , ValueB = value-2788453107986942861, Score = 1
Key = key-640, ValueA = , ValueB = value-5872092093853267552, Score = 1
Key = key-640, ValueA = , ValueB = value-7829002213987361644, Score = 1
Key = key-640, ValueA = , ValueB = value-9222632778015778916, Score = 1
Key = key-276, ValueA = , ValueB = value-4570752805501983159, Score = 1
Key = key-640, ValueA = , ValueB = value-2914118336465027526, Score = 1
Key = key-276, ValueA = , ValueB = value-1862253252423682658, Score = 1
Key = key-640, ValueA = , ValueB = value-8226595034733138871, Score = 1
Key = key-276, ValueA = , ValueB = value-7647782849772974445, Score = 1
Key = key-640, ValueA = , ValueB = value-1241879670557559512, Score = 1
Key = key-276, ValueA = , ValueB = value-8035996738263484106, Score = 1
Key = key-640, Value = value-8316539075870467907, Score = 2
Key = key-276, ValueA = , ValueB = value-8173286753506556542, Score = 1
Key = key-276, ValueA = , ValueB = value-8499073671212852610, Score = 1
Key = key-276, ValueA = , ValueB = value-681076102446855112, Score = 1
Key = key-276, ValueA = , ValueB = value-2890437126119020331, Score = 1
Key = key-276, ValueA = , ValueB = value-3522802390110060394, Score = 1
Key = key-276, ValueA = , ValueB = value-806214743910459190, Score = 1
Key = key-276, Value = value-4570752805501983159, Score = 2
Key = key-883, Value = value-567836065759206162, Score = 2
Key = key-273, ValueA = , ValueB = value-2503502953437848609, Score = 1
Key = key-273, ValueA = , ValueB = value-7073026820779744744, Score = 1
Key = key-273, ValueA = , ValueB = value-6809761489496218077, Score = 1
Key = key-273, ValueA = , ValueB = value-1596727675622582809, Score = 1
Key = key-641, ValueA = , ValueB = value-4232999942260256578, Score = 1
