Key = key-673146, ValueA = , ValueB = value-8621165726093895168, Score = 1
Key = key-725809, ValueA = , ValueB = value-4413206020470975545, Score = 1
Key = key-540707, ValueA = , ValueB = value-7540758168342194896, Score = 1
Key = key-203367, ValueA = , ValueB = value-2396170090670554432, Score = 1
Key = key-229483, ValueA = , ValueB = value-8269438978759184126, Score = 1
Key = key-913543, ValueA = , ValueB = value-4742675904408780206, Score = 1
Key = key-989332, ValueA = , ValueB = value-2530751321936386364, Score = 1
Key = key-989332, ValueA = , ValueB = value-6245324830428062192, Score = 1
Key = key-989376, ValueA = , ValueB = value-7099516481369284506, Score = 1
Key = key-689602, ValueA = , ValueB = value-9197844083612935204, Score = 1
Key = key-411575, ValueA = , ValueB = value-3909177846190521403, Score = 1
Key = key-349369, ValueA = , ValueB = value-1838465935217904918, Score = 1
Key = key-411512, ValueA = , ValueB = value-7101321219891112573, Score = 1
Key = key-358603, ValueA = , ValueB = value-2900478820477267772, Score = 1
Key = key-203232, ValueA = , ValueB = value-4005017088190361861, Score = 1
Key = key-319052, ValueA = , ValueB = value-3349781434181009060, Score = 1
Key = key-781305, ValueA = , ValueB = value-1050464800786801137, Score = 1
Key = key-518211, ValueA = , ValueB = value-4971628524745779975, Score = 1
Key = key-268904, ValueA = , ValueB = value-2166110163729742240, Score = 1
Key = key-756405, ValueA = , ValueB = value-4549035691251951420, Score = 1
Key = key-347823, ValueA = , ValueB = value-8192346580731296185, Score = 1
Key = key-383264, ValueA = , ValueB = value-1330634648387800478, Score = 1
Key = key-677936, ValueA = , ValueB = value-5496161232811134994, Score = 1
Key = key-110466, ValueA = , ValueB = value-3892147581588450572, Score = 1
Key = key-397888, ValueA = , ValueB = value-7012319420612967539, Score = 1
Key = key-374143, ValueA = , ValueB = value-4012902749244186059, Score = 1
Key = key-397944, ValueA = , ValueB = value-6738802505332619106, Score = 1
Key = key-240928, ValueA = , ValueB = value-7936727546103897106, Score = 1
Key = key-349209, ValueA = , ValueB = value-44191338830535428, Score = 1
Key = key-913712, ValueA = , ValueB = value-1200066993708254730, Score = 1
Key = key-506597, ValueA = , ValueB = value-3563705272427358713, Score = 1
Key = key-978687, ValueA = , ValueB = value-3347253980265104999, Score = 1
Key = key-212192, ValueA = , ValueB = value-8338740385359525799, Score = 1
Key = key-217252, ValueA = , ValueB = value-9008892712033716695, Score = 1
Key = key-217252, ValueA = , ValueB = value-7890650083388470673, Score = 1
Key = key-251720, ValueA = , ValueB = value-5508978648071052530, Score = 1
Key = key-110384, ValueA = , ValueB = value-3615175386573679114, Score = 1
Key = key-212142, ValueA = , ValueB = value-6502116443838634075, Score = 1
Key = key-638242, ValueA = , ValueB = value-6583213315909350166, Score = 1
Key = key-638242, ValueA = , ValueB = value-6093394222748691592, Score = 1
Key = key-515587, ValueA = , ValueB = value-6103926114844907113, Score = 1
Key = key-388866, ValueA = , ValueB = value-3993233644773451262, Score = 1
Key = key-110322, ValueA = , ValueB = value-5584493296047963055, Score = 1
Key = key-506434, ValueA = , ValueB = value-5424722275241468556, Score = 1
Key = key-388829, ValueA = , ValueB = value-3321651755317619928, Score = 1
Key = key-372803, ValueA = , ValueB = value-4960043324934693606, Score = 1
Key = key-388836, ValueA = , ValueB = value-7314542666970103348, Score = 1
Key = key-781560, ValueA = , ValueB = value-314137793069077928, Score = 1
Key = key-124926, ValueA = , ValueB = value-5461498336532126907, Score = 1
Key = key-888377, ValueA = , ValueB = value-1618692689059211216, Score = 1
Key = key-663101, ValueA = , ValueB = value-2771525519309076258, Score = 1
Key = key-663101, ValueA = , ValueB = value-1001018829135669118, Score = 1
Key = key-846934, ValueA = , ValueB = value-3723308773617367644, Score = 1
Key = key-217518, ValueA = , ValueB = value-428858774302380637, Score = 1
Key = key-871933, ValueA = , ValueB = value-5210921721564760545, Score = 1
Key = key-832395, ValueA = , ValueB = value-2788266178104601781, Score = 1
Key = key-506342, ValueA = , ValueB = value-3835256919081753116, Score = 1
Key = key-570986, ValueA = , ValueB = value-4379223457028311222, Score = 1
Key = key-888432, ValueA = , ValueB = value-5928589288451623128, Score = 1
Key = key-638014, ValueA = , ValueB = value-3670838690341113917, Score = 1
Key = key-374076, ValueA = , ValueB = value-8543136631580993036, Score = 1
Key = key-531197, ValueA = , ValueB = value-1110519792568485690, Score = 1
Key = key-756786, ValueA = , ValueB = value-2960971069615503358, Score = 1
Key = key-570781, ValueA = , ValueB = value-7110408364899222782, Score = 1
Key = key-372632, ValueA = , ValueB = value-8619087187579493312, Score = 1
Key = key-176037, ValueA = , ValueB = value-5678402578984337890, Score = 1
Key = key-638072, ValueA = , ValueB = value-1781706612505187039, Score = 1
Key = key-78196, ValueA = , ValueB = value-7731326107408888890, Score = 1
Key = key-832430, ValueA = , ValueB = value-3867527389723474047, Score = 1
Key = key-531227, ValueA = , ValueB = value-1502105252592772881, Score = 1
Key = key-531227, ValueA = , ValueB = value-156658173367747505, Score = 1
Key = key-939239, ValueA = , ValueB = value-9058450856718230600, Score = 1
Key = key-756825, ValueA = , ValueB = value-7508101199426359859, Score = 1
Key = key-809887, ValueA = , ValueB = value-2144960133396869184, Score = 1
Key = key-479529, ValueA = , ValueB = value-3268629465606559621, Score = 1
Key = key-479529, ValueA = , ValueB = value-814226136113241515, Score = 1
Key = key-360841, ValueA = , ValueB = value-4909419824616143547, Score = 1
Key = key-335856, ValueA = , ValueB = value-6578735557038590789, Score = 1
Key = key-2998, ValueA = , ValueB = value-2474467128390958562, Score = 1
Key = key-335998, ValueA = , ValueB = value-6221416517831295347, Score = 1
Key = key-467466, ValueA = , ValueB = value-8863616762437337917, Score = 1
Key = key-386994, ValueA = , ValueB = value-5723252868269897449, Score = 1
Key = key-966828, ValueA = , ValueB = value-6455330555026497022, Score = 1
Key = key-492532, ValueA = , ValueB = value-5005530248903475818, Score = 1
Key = key-467535, ValueA = , ValueB = value-3162988750488357539, Score = 1
Key = key-178603, ValueA = , ValueB = value-826598685349542590, Score = 1
Key = key-807805, ValueA = , ValueB = value-5859970311929027219, Score = 1
Key = key-624651, ValueA = , ValueB = value-2605511919117587438, Score = 1
Key = key-610025, ValueA = , ValueB = value-8119589181854997411, Score = 1
Key = key-91021, ValueA = , ValueB = value-1196336050402496381, Score = 1
Key = key-360778, ValueA = , ValueB = value-3008061246701864723, Score = 1
Key = key-360778, ValueA = , ValueB = value-7217121371409361962, Score = 1
Key = key-240793, ValueA = , ValueB = value-4289463750198105933, Score = 1
Key = key-661387, ValueA = , ValueB = value-8351775474933417747, Score = 1
Key = key-925149, ValueA = , ValueB = value-6674357371913823292, Score = 1
Key = key-78500, ValueA = , ValueB = value-3717639535635176926, Score = 1
Key = key-201142, ValueA = , ValueB = value-5230141003203399636, Score = 1
Key = key-675987, ValueA = , ValueB = value-7276694720599706674, Score = 1
Key = key-610073, ValueA = , ValueB = value-3392644289060597354, Score = 1
Key = key-610071, ValueA = , ValueB = value-5170204552353682609, Score = 1
Key = key-203560, ValueA = , ValueB = value-5629762191144813152, Score = 1
Key = key-504548, ValueA = , ValueB = value-8991360631894174693, Score = 1
Key = key-78588, ValueA = , ValueB = value-861347152074864066, Score = 1
Key = key-240665, ValueA = , ValueB = value-1238768356582931802, Score = 1
Key = key-2587, ValueA = , ValueB = value-5512430860954680429, Score = 1
Key = key-360567, ValueA = , ValueB = value-8114676469186253063, Score = 1
Key = key-927598, ValueA = , ValueB = value-8018628875316420990, Score = 1
Key = key-66511, ValueA = , ValueB = value-1192117716919859392, Score = 1
Key = key-733237, ValueA = , ValueB = value-7140386065926102743, Score = 1
Key = key-601608, ValueA = , ValueB = value-3709421972850222104, Score = 1
Key = key-419402, ValueA = , ValueB = value-3625125741298531263, Score = 1
Key = key-846085, ValueA = , ValueB = value-2951187107572476804, Score = 1
Key = key-714255, ValueA = , ValueB = value-9205003066869063610, Score = 1
Key = key-753857, ValueA = , ValueB = value-296225151153070114, Score = 1
Key = key-561745, ValueA = , ValueB = value-5323431889517773085, Score = 1
Key = key-943189, ValueA = , ValueB = value-4657151944082774220, Score = 1
Key = key-982804, ValueA = , ValueB = value-7499089670195675156, Score = 1
Key = key-77485, ValueA = , ValueB = value-1609969977380165547, Score = 1
Key = key-885751, ValueA = , ValueB = value-283791082442612796, Score = 1
Key = key-404887, ValueA = , ValueB = value-9189068137001667385, Score = 1
Key = key-332829, ValueA = , ValueB = value-6887006792490173406, Score = 1
Key = key-846191, ValueA = , ValueB = value-6584562339299314178, Score = 1
Key = key-17616, ValueA = , ValueB = value-1459916430480748648, Score = 1
Key = key-753940, ValueA = , ValueB = value-7058925629981703866, Score = 1
Key = key-714326, ValueA = , ValueB = value-4846506825966409746, Score = 1
Key = key-918268, ValueA = , ValueB = value-1265572924442396432, Score = 1
Key = key-464687, ValueA = , ValueB = value-6438308334810741710, Score = 1
Key = key-918233, ValueA = , ValueB = value-6076804316769250335, Score = 1
Key = key-943201, ValueA = , ValueB = value-3274863560331300206, Score = 1
Key = key-943202, ValueA = , ValueB = value-5140236131859808634, Score = 1
Key = key-943205, ValueA = , ValueB = value-2077961068170657914, Score = 1
Key = key-332516, ValueA = , ValueB = value-3783451828391513226, Score = 1
Key = key-693479, ValueA = , ValueB = value-8454178191260420381, Score = 1
Key = key-871219, ValueA = , ValueB = value-2381878620721720754, Score = 1
Key = key-140939, ValueA = , ValueB = value-188019964529213464, Score = 1
Key = key-786065, ValueA = , ValueB = value-9201955305528366016, Score = 1
Key = key-561571, ValueA = , ValueB = value-654984361790715674, Score = 1
Key = key-140981, ValueA = , ValueB = value-4034059010717344906, Score = 1
Key = key-714483, ValueA = , ValueB = value-1519026768457384081, Score = 1
Key = key-943344, ValueA = , ValueB = value-6727743944373528728, Score = 1
Key = key-77528, ValueA = , ValueB = value-1726482106016618373, Score = 1
Key = key-846379, ValueA = , ValueB = value-4879890957178030577, Score = 1
Key = key-404630, ValueA = , ValueB = value-6686027377031092632, Score = 1
Key = key-307659, ValueA = , ValueB = value-6081705583124412703, Score = 1
Key = key-811673, ValueA = , ValueB = value-1494097624090856888, Score = 1
Key = key-200959, ValueA = , ValueB = value-5191743174749827159, Score = 1
Key = key-140892, ValueA = , ValueB = value-4868914762681506771, Score = 1
Key = key-846314, ValueA = , ValueB = value-2079855989396210728, Score = 1
Key = key-63216, ValueA = , ValueB = value-3640079848910644090, Score = 1
Key = key-346907, ValueA = , ValueB = value-5830333542847337564, Score = 1
Key = key-307369, ValueA = , ValueB = value-5614467494427785081, Score = 1
Key = key-621508, ValueA = , ValueB = value-4461269067755875353, Score = 1
Key = key-17969, ValueA = , ValueB = value-1820780265384090875, Score = 1
Key = key-668291, ValueA = , ValueB = value-4873417809132289773, Score = 1
Key = key-17912, ValueA = , ValueB = value-8482282734662524990, Score = 1
Key = key-346980, ValueA = , ValueB = value-3466979198582668567, Score = 1
Key = key-332433, ValueA = , ValueB = value-5874850381138934635, Score = 1
Key = key-115327, ValueA = , ValueB = value-5523299457807344618, Score = 1
Key = key-154954, ValueA = , ValueB = value-425277228569171737, Score = 1
Key = key-700115, ValueA = , ValueB = value-3140928968179556145, Score = 1
Key = key-693061, ValueA = , ValueB = value-3579296007663273760, Score = 1
Key = key-811877, ValueA = , ValueB = value-774015764697440551, Score = 1
Key = key-807067, ValueA = , ValueB = value-8686870667911063608, Score = 1
Key = key-943680, ValueA = , ValueB = value-8803590022030592590, Score = 1
Key = key-189804, ValueA = , ValueB = value-3365878154641455474, Score = 1
Key = key-978499, ValueA = , ValueB = value-4953406880595097040, Score = 1
Key = key-786481, ValueA = , ValueB = value-3410342244515881399, Score = 1
Key = key-978473, ValueA = , ValueB = value-1022493118047854609, Score = 1
Key = key-189839, ValueA = , ValueB = value-3008351630508094886, Score = 1
Key = key-189795, ValueA = , ValueB = value-532366758174541988, Score = 1
Key = key-846634, ValueA = , ValueB = value-1289967055378681307, Score = 1
Key = key-943910, ValueA = , ValueB = value-8499874364943123600, Score = 1
Key = key-346800, ValueA = , ValueB = value-8682988003444529793, Score = 1
Key = key-247231, ValueA = , ValueB = value-2940672190507475730, Score = 1
Key = key-439083, ValueA = , ValueB = value-4430036913035211399, Score = 1
Key = key-464062, ValueA = , ValueB = value-5558177648648268204, Score = 1
Key = key-772093, ValueA = , ValueB = value-5173857206860316016, Score = 1
Key = key-615269, ValueA = , ValueB = value-4960005243107305590, Score = 1
Key = key-332278, ValueA = , ValueB = value-5485700968532547347, Score = 1
Key = key-66559, ValueA = , ValueB = value-2354471302618116390, Score = 1
Key = key-795409, ValueA = , ValueB = value-160725256421058287, Score = 1
Key = key-820889, ValueA = , ValueB = value-6325195923386041100, Score = 1
Key = key-820889, ValueA = , ValueB = value-5845988032472334747, Score = 1
Key = key-349899, ValueA = , ValueB = value-4979015484303999632, Score = 1
Key = key-663987, ValueA = , ValueB = value-5465813440136220942, Score = 1
Key = key-663954, ValueA = , ValueB = value-5684256598966552015, Score = 1
Key = key-91552, ValueA = , ValueB = value-5691017669726014969, Score = 1
Key = key-913259, ValueA = , ValueB = value-1576849331738671390, Score = 1
Key = key-913259, ValueA = , ValueB = value-6235120681062164557, Score = 1
Key = key-952871, ValueA = , ValueB = value-3779097846741699435, Score = 1
Key = key-913224, ValueA = , ValueB = value-334864761328917321, Score = 1
Key = key-927860, ValueA = , ValueB = value-7050044319791946103, Score = 1
Key = key-203644, ValueA = , ValueB = value-3986775872491427811, Score = 1
Key = key-820992, ValueA = , ValueB = value-6859992767490699115, Score = 1
Key = key-335345, ValueA = , ValueB = value-9045444646165422578, Score = 1
Key = key-467082, ValueA = , ValueB = value-3521895667330441133, Score = 1
Key = key-834000, ValueA = , ValueB = value-3628584812222392968, Score = 1
Key = key-834091, ValueA = , ValueB = value-306626785078084776, Score = 1
Key = key-832153, ValueA = , ValueB = value-8490628258935560490, Score = 1
Key = key-90422, ValueA = , ValueB = value-5340710287801432480, Score = 1
Key = key-809097, ValueA = , ValueB = value-3584880384453099401, Score = 1
Key = key-848755, ValueA = , ValueB = value-7655526886577973405, Score = 1
Key = key-848755, ValueA = , ValueB = value-8381790347478137155, Score = 1
Key = key-559366, ValueA = , ValueB = value-6613063403085010785, Score = 1
Key = key-411245, ValueA = , ValueB = value-1359363370654151782, Score = 1
Key = key-910289, ValueA = , ValueB = value-3438310171138577958, Score = 1
Key = key-716917, ValueA = , ValueB = value-2437260706583757598, Score = 1
Key = key-716917, ValueA = , ValueB = value-1001462277788201003, Score = 1
Key = key-767609, ValueA = , ValueB = value-3473704620253703988, Score = 1
Key = key-51000, ValueA = , ValueB = value-7202232615543287922, Score = 1
Key = key-584211, ValueA = , ValueB = value-3827349303291717624, Score = 1
Key = key-90643, ValueA = , ValueB = value-8738124869709208893, Score = 1
Key = key-702438, ValueA = , ValueB = value-4386054226373268801, Score = 1
Key = key-491922, ValueA = , ValueB = value-3480399910776247596, Score = 1
Key = key-452301, ValueA = , ValueB = value-8262694570952044967, Score = 1
Key = key-466991, ValueA = , ValueB = value-5411453451971449261, Score = 1
Key = key-850040, ValueA = , ValueB = value-6483009774405288611, Score = 1
Key = key-466917, ValueA = , ValueB = value-4734584440966552005, Score = 1
Key = key-559117, ValueA = , ValueB = value-81495643312431542, Score = 1
Key = key-850074, ValueA = , ValueB = value-7586525477336733751, Score = 1
Key = key-850072, ValueA = , ValueB = value-6875437985536325086, Score = 1
Key = key-497458, ValueA = , ValueB = value-6216101149927124423, Score = 1
Key = key-65590, ValueA = , ValueB = value-6648005446192727511, Score = 1
Key = key-208794, ValueA = , ValueB = value-641930701299408112, Score = 1
Key = key-163592, ValueA = , ValueB = value-8126859125884908373, Score = 1
Key = key-233703, ValueA = , ValueB = value-299486894078709810, Score = 1
Key = key-848905, ValueA = , ValueB = value-8793025170960241456, Score = 1
Key = key-295200, ValueA = , ValueB = value-2564116925402238940, Score = 1
Key = key-334973, ValueA = , ValueB = value-8179999501056290555, Score = 1
Key = key-334973, ValueA = , ValueB = value-3300934296805390922, Score = 1
Key = key-101822, ValueA = , ValueB = value-1755040492962446352, Score = 1
Key = key-491727, ValueA = , ValueB = value-3094496069020357005, Score = 1
Key = key-640090, ValueA = , ValueB = value-5057604092608204688, Score = 1
Key = key-65798, ValueA = , ValueB = value-7649380341587175873, Score = 1
Key = key-839930, ValueA = , ValueB = value-4782607215720928463, Score = 1
Key = key-65706, ValueA = , ValueB = value-478491619056453251, Score = 1
Key = key-966363, ValueA = , ValueB = value-5816130018379224735, Score = 1
Key = key-491818, ValueA = , ValueB = value-6308067898421406372, Score = 1
Key = key-497296, ValueA = , ValueB = value-8781901291212828956, Score = 1
Key = key-497296, ValueA = , ValueB = value-3548027806567916859, Score = 1
Key = key-90791, ValueA = , ValueB = value-4969238343038887234, Score = 1
Key = key-427217, ValueA = , ValueB = value-7622512515001640172, Score = 1
Key = key-491537, ValueA = , ValueB = value-9029270961939501688, Score = 1
Key = key-957232, ValueA = , ValueB = value-3356417660789293518, Score = 1
Key = key-26389, ValueA = , ValueB = value-5206595909383980235, Score = 1
Key = key-450982, ValueA = , ValueB = value-8182446320702847606, Score = 1
Key = key-910395, ValueA = , ValueB = value-1914319679036396322, Score = 1
Key = key-90995, ValueA = , ValueB = value-6364546555470113381, Score = 1
Key = key-557593, ValueA = , ValueB = value-5336122856421454131, Score = 1
Key = key-65926, ValueA = , ValueB = value-214665190682453755, Score = 1
Key = key-809780, ValueA = , ValueB = value-4848702965555914465, Score = 1
Key = key-65949, ValueA = , ValueB = value-5367680315230797421, Score = 1
Key = key-233889, ValueA = , ValueB = value-5528182672224888430, Score = 1
Key = key-598341, ValueA = , ValueB = value-3741348508472403230, Score = 1
Key = key-825587, ValueA = , ValueB = value-4290466350228855909, Score = 1
Key = key-957353, ValueA = , ValueB = value-1899196086475119782, Score = 1
Key = key-957353, ValueA = , ValueB = value-9099120815350121581, Score = 1
Key = key-557657, ValueA = , ValueB = value-2754806907175315600, Score = 1
Key = key-543032, ValueA = , ValueB = value-494862809135512636, Score = 1
Key = key-136501, ValueA = , ValueB = value-622381530337026952, Score = 1
Key = key-887357, ValueA = , ValueB = value-5649202642424235050, Score = 1
Key = key-26578, ValueA = , ValueB = value-8645508659202933305, Score = 1
Key = key-741053, ValueA = , ValueB = value-87753770940411007, Score = 1
Key = key-365336, ValueA = , ValueB = value-2157265340709075277, Score = 1
Key = key-570613, ValueA = , ValueB = value-5777371693645329973, Score = 1
Key = key-161876, ValueA = , ValueB = value-2516466526240072617, Score = 1
Key = key-425670, ValueA = , ValueB = value-728151176898791317, Score = 1
Key = key-96061, ValueA = , ValueB = value-1644653888418863355, Score = 1
Key = key-110225, ValueA = , ValueB = value-2963357322065081227, Score = 1
Key = key-850681, ValueA = , ValueB = value-6787889632420345333, Score = 1
Key = key-295971, ValueA = , ValueB = value-4965847581897643986, Score = 1
Key = key-522506, ValueA = , ValueB = value-5372924184247076188, Score = 1
Key = key-887550, ValueA = , ValueB = value-2248917582554130956, Score = 1
Key = key-51980, ValueA = , ValueB = value-4473383980169946885, Score = 1
Key = key-741248, ValueA = , ValueB = value-9148889246112903408, Score = 1
Key = key-545515, ValueA = , ValueB = value-4171496975060979065, Score = 1
Key = key-110134, ValueA = , ValueB = value-7429821502194848036, Score = 1
Key = key-848119, ValueA = , ValueB = value-2211550766318049407, Score = 1
Key = key-233231, ValueA = , ValueB = value-2834503427077662119, Score = 1
Key = key-996923, ValueA = , ValueB = value-8436046056720111896, Score = 1
Key = key-996952, ValueA = , ValueB = value-6049585222272169817, Score = 1
Key = key-12272, ValueA = , ValueB = value-7983766289400832721, Score = 1
Key = key-12272, ValueA = , ValueB = value-3601923154863681980, Score = 1
Key = key-12244, ValueA = , ValueB = value-132363465148220100, Score = 1
Key = key-390395, ValueA = , ValueB = value-1312581985116845498, Score = 1
Key = key-390375, ValueA = , ValueB = value-219371275024191509, Score = 1
Key = key-811014, ValueA = , ValueB = value-3045591118541028391, Score = 1
Key = key-910417, ValueA = , ValueB = value-1068189850420121946, Score = 1
Key = key-425594, ValueA = , ValueB = value-6749066672745472659, Score = 1
Key = key-559937, ValueA = , ValueB = value-102427997751689119, Score = 1
Key = key-584932, ValueA = , ValueB = value-1388097494549224106, Score = 1
Key = key-584932, ValueA = , ValueB = value-531649286774027095, Score = 1
Key = key-379641, ValueA = , ValueB = value-6232722618036448877, Score = 1
Key = key-427997, ValueA = , ValueB = value-8780396458340917780, Score = 1
Key = key-413343, ValueA = , ValueB = value-2082159914476575371, Score = 1
Key = key-138839, ValueA = , ValueB = value-2834361779861387564, Score = 1
Key = key-138839, ValueA = , ValueB = value-3501048371441420800, Score = 1
Key = key-138852, ValueA = , ValueB = value-1280072303588587012, Score = 1
Key = key-161837, ValueA = , ValueB = value-2816270688216067953, Score = 1
Key = key-413508, ValueA = , ValueB = value-6548725447619310436, Score = 1
Key = key-570154, ValueA = , ValueB = value-7791924730056925429, Score = 1
Key = key-163726, ValueA = , ValueB = value-3638045141947048475, Score = 1
Key = key-559763, ValueA = , ValueB = value-1740574770609570094, Score = 1
Key = key-388090, ValueA = , ValueB = value-1833304474155655318, Score = 1
Key = key-388090, ValueA = , ValueB = value-2643823294887997398, Score = 1
Key = key-741568, ValueA = , ValueB = value-5492781048110545831, Score = 1
Key = key-792855, ValueA = , ValueB = value-5250861673941835822, Score = 1
Key = key-792855, ValueA = , ValueB = value-5038599033037101540, Score = 1
Key = key-545216, ValueA = , ValueB = value-65220136490938028, Score = 1
Key = key-582316, ValueA = , ValueB = value-8164927207521447712, Score = 1
Key = key-8326, ValueA = , ValueB = value-7041986721054027087, Score = 1
Key = key-320931, ValueA = , ValueB = value-3604160230550921124, Score = 1
Key = key-233534, ValueA = , ValueB = value-2070088552822942120, Score = 1
Key = key-233534, ValueA = , ValueB = value-2586050407001790373, Score = 1
Key = key-557390, ValueA = , ValueB = value-546735541001546964, Score = 1
Key = key-12732, ValueA = , ValueB = value-3469458194322828454, Score = 1
Key = key-124450, ValueA = , ValueB = value-8644267928774293650, Score = 1
Key = key-716728, ValueA = , ValueB = value-1059227935934297916, Score = 1
Key = key-38898, ValueA = , ValueB = value-4526034227784151273, Score = 1
Key = key-12677, ValueA = , ValueB = value-4200525461026376255, Score = 1
Key = key-101660, ValueA = , ValueB = value-3404052725811620004, Score = 1
Key = key-136785, ValueA = , ValueB = value-2193208733325554976, Score = 1
Key = key-122148, ValueA = , ValueB = value-3295053495536174318, Score = 1
Key = key-668690, ValueA = , ValueB = value-7372887268770484271, Score = 1
Key = key-753316, ValueA = , ValueB = value-4704103818575575405, Score = 1
Key = key-689182, ValueA = , ValueB = value-8829330098400822665, Score = 1
Key = key-654012, ValueA = , ValueB = value-1095617606115407574, Score = 1
Key = key-582242, ValueA = , ValueB = value-3503265976571293390, Score = 1
Key = key-136221, ValueA = , ValueB = value-673823853562429439, Score = 1
Key = key-792947, ValueA = , ValueB = value-1053028554335272730, Score = 1
Key = key-825878, ValueA = , ValueB = value-4360789760680596764, Score = 1
Key = key-650474, ValueA = , ValueB = value-6226204620511906742, Score = 1
Key = key-782356, ValueA = , ValueB = value-6135205307966273567, Score = 1
Key = key-889100, ValueA = , ValueB = value-2046107764125313659, Score = 1
Key = key-243941, ValueA = , ValueB = value-1186856261630191695, Score = 1
Key = key-728476, ValueA = , ValueB = value-889159546731521451, Score = 1
Key = key-468246, ValueA = , ValueB = value-6332290263026918728, Score = 1
Key = key-361414, ValueA = , ValueB = value-8862204391542612158, Score = 1
Key = key-336427, ValueA = , ValueB = value-3235648578375423898, Score = 1
Key = key-596714, ValueA = , ValueB = value-516243505303229381, Score = 1
Key = key-899989, ValueA = , ValueB = value-3941902520610678888, Score = 1
Key = key-899989, ValueA = , ValueB = value-3172604096717523341, Score = 1
Key = key-757548, ValueA = , ValueB = value-4593700307078391198, Score = 1
Key = key-900223, ValueA = , ValueB = value-6235959105800933936, Score = 1
Key = key-782565, ValueA = , ValueB = value-7603801929299666506, Score = 1
Key = key-753546, ValueA = , ValueB = value-1398117143847955989, Score = 1
Key = key-753551, ValueA = , ValueB = value-7502143397778175334, Score = 1
Key = key-161413, ValueA = , ValueB = value-1166622144185772471, Score = 1
Key = key-3034, ValueA = , ValueB = value-662994608053333667, Score = 1
Key = key-639892, ValueA = , ValueB = value-8457720498296206798, Score = 1
Key = key-889377, ValueA = , ValueB = value-7661386116521920306, Score = 1
Key = key-361174, ValueA = , ValueB = value-5209322876395771975, Score = 1
Key = key-664739, ValueA = , ValueB = value-2028206121805295982, Score = 1
Key = key-532945, ValueA = , ValueB = value-8670038446914506361, Score = 1
Key = key-757696, ValueA = , ValueB = value-3989591223146654132, Score = 1
Key = key-464770, ValueA = , ValueB = value-5708559239848938167, Score = 1
Key = key-24735, ValueA = , ValueB = value-3070921897014000457, Score = 1
Key = key-714017, ValueA = , ValueB = value-3035156004632823412, Score = 1
Key = key-714017, ValueA = , ValueB = value-8983745659870419285, Score = 1
Key = key-714017, ValueA = , ValueB = value-648490406583402536, Score = 1
Key = key-3159, ValueA = , ValueB = value-5532850817024917338, Score = 1
Key = key-464904, ValueA = , ValueB = value-3008714114721417559, Score = 1
Key = key-161349, ValueA = , ValueB = value-7791916306305919258, Score = 1
Key = key-718143, ValueA = , ValueB = value-2119240387974042745, Score = 1
Key = key-507881, ValueA = , ValueB = value-591301033315311812, Score = 1
Key = key-650088, ValueA = , ValueB = value-6847301878207190492, Score = 1
Key = key-889519, ValueA = , ValueB = value-8217111135380443950, Score = 1
Key = key-400947, ValueA = , ValueB = value-5771631040699945646, Score = 1
Key = key-218571, ValueA = , ValueB = value-4174503611328810539, Score = 1
Key = key-910910, ValueA = , ValueB = value-209752743039898599, Score = 1
Key = key-910910, ValueA = , ValueB = value-6499539462053869433, Score = 1
Key = key-889614, ValueA = , ValueB = value-219814169230662166, Score = 1
Key = key-718342, ValueA = , ValueB = value-4978522747991137196, Score = 1
Key = key-718369, ValueA = , ValueB = value-4843199301365115879, Score = 1
Key = key-218879, ValueA = , ValueB = value-3173746949723029819, Score = 1
Key = key-389879, ValueA = , ValueB = value-8236746784824727480, Score = 1
Key = key-375240, ValueA = , ValueB = value-6213123857634790752, Score = 1
Key = key-664459, ValueA = , ValueB = value-5489967230866619282, Score = 1
Key = key-900693, ValueA = , ValueB = value-192771737110805116, Score = 1
Key = key-383364, ValueA = , ValueB = value-1905238049592676495, Score = 1
Key = key-975063, ValueA = , ValueB = value-6578259365681650948, Score = 1
Key = key-243723, ValueA = , ValueB = value-7314211692919242899, Score = 1
Key = key-358487, ValueA = , ValueB = value-4779815245304313558, Score = 1
Key = key-243701, ValueA = , ValueB = value-7714573339507776405, Score = 1
Key = key-857831, ValueA = , ValueB = value-9067389502741348432, Score = 1
Key = key-358432, ValueA = , ValueB = value-5785690085519001903, Score = 1
Key = key-226221, ValueA = , ValueB = value-1624877367807343848, Score = 1
Key = key-743547, ValueA = , ValueB = value-6328313021351829374, Score = 1
Key = key-743520, ValueA = , ValueB = value-4811086578917088970, Score = 1
Key = key-796082, ValueA = , ValueB = value-6240295072420616749, Score = 1
Key = key-796082, ValueA = , ValueB = value-4453387413885367857, Score = 1
Key = key-540442, ValueA = , ValueB = value-3550917926609621980, Score = 1
Key = key-383069, ValueA = , ValueB = value-8879162460373198853, Score = 1
Key = key-383069, ValueA = , ValueB = value-2176723690031438643, Score = 1
Key = key-92199, ValueA = , ValueB = value-4502270146518037378, Score = 1
Key = key-586291, ValueA = , ValueB = value-8199633538181362644, Score = 1
Key = key-843359, ValueA = , ValueB = value-8651924099491806676, Score = 1
Key = key-586211, ValueA = , ValueB = value-997655507892998611, Score = 1
Key = key-165181, ValueA = , ValueB = value-2898771922580939600, Score = 1
Key = key-322542, ValueA = , ValueB = value-8448379683940647557, Score = 1
Key = key-882974, ValueA = , ValueB = value-7279421473507198863, Score = 1
